date,benchmark_value,general_cash,core_cash,monetary_cash,opp_cash,core_positions_value,monetary_positions_value,opp_positions_value,core_total_value,monetary_total_value,opp_total_value,portfolio_value,daily_turnover,costs_paid_this_day,cumulative_costs_paid,num_core_positions,num_monetary_positions,num_opp_positions
2019-01-15,50113.021636713565,20.82611894607544,0.0,0.0,0.0,25613.011491775513,15420.065153121948,9891.240243911743,25613.011491775513,15420.065153121948,9891.240243911743,50945.14300775528,0.0,0.0,0.0,8,2,1
2019-01-16,50311.63012143447,20.82611894607544,0.0,0.0,0.0,25633.5212726593,15517.39385509491,9966.300106048584,25633.5212726593,15517.39385509491,9966.300106048584,51138.04135274887,0.0,0.0,0.0,8,2,1
2019-01-17,50387.32682451157,20.82611894607544,0.0,0.0,0.0,25774.986721992493,15509.449174880981,9966.300106048584,25774.986721992493,15509.449174880981,9966.300106048584,51271.56212186813,0.0,0.0,0.0,8,2,1
2019-01-18,51283.062917475945,20.82611894607544,0.0,0.0,0.0,26112.406041145325,15826.389630317688,9965.604825019836,26112.406041145325,15826.389630317688,9965.604825019836,51925.226615428925,0.0,0.0,0.0,8,2,1
2019-01-21,51401.29850278984,20.82611894607544,0.0,0.0,0.0,26153.927312850952,15786.696845054626,9951.705169677733,26153.927312850952,15786.696845054626,9951.705169677733,51913.15544652939,0.0,0.0,0.0,8,2,1
2019-01-22,51335.74676332817,20.82611894607544,0.0,0.0,0.0,26193.003421783447,15712.370163917542,9917.650318145752,26193.003421783447,15712.370163917542,9917.650318145752,51843.850022792816,0.0,0.0,0.0,8,2,1
2019-01-23,51389.53103636864,20.82611894607544,0.0,0.0,0.0,25983.136509895325,15636.928983688354,9854.404931068422,25983.136509895325,15636.928983688354,9854.404931068422,51495.296543598175,0.0,0.0,0.0,8,2,1
2019-01-24,51583.40149505602,20.82611894607544,0.0,0.0,0.0,26178.014912605286,15725.382864952087,10001.744856834412,26178.014912605286,15725.382864952087,10001.744856834412,51925.96875333786,0.0,0.0,0.0,8,2,1
2019-01-25,52058.00130005329,20.82611894607544,0.0,0.0,0.0,26208.84437561035,15871.121388435364,9872.47494697571,26208.84437561035,15871.121388435364,9872.47494697571,51973.2668299675,0.0,0.0,0.0,8,2,1
2019-01-28,51605.320748051985,20.82611894607544,0.0,0.0,0.0,26223.126794815063,15674.7481508255,9661.195015907288,26223.126794815063,15674.7481508255,9661.195015907288,51579.89608049393,0.0,0.0,0.0,8,2,1
2019-01-29,51814.11342648143,20.82611894607544,0.0,0.0,0.0,25956.18016052246,15730.099447250366,9665.364713668823,25956.18016052246,15730.099447250366,9665.364713668823,51372.470440387726,0.0,0.0,0.0,8,2,1
2019-01-30,52612.97905821662,20.82611894607544,0.0,0.0,0.0,25897.71426677704,15834.4199924469,9630.615243911743,25897.71426677704,15834.4199924469,9630.615243911743,51383.57562208176,0.0,0.0,0.0,8,2,1
2019-01-31,52902.417254431486,4064.8914488472938,0.0,0.0,0.0,27058.120593070984,10277.439126968384,10333.331949234009,27058.120593070984,10277.439126968384,10333.331949234009,51733.78311812067,0.7094673270924409,85.7972017607689,85.7972017607689,9,2,2
2019-02-01,53285.35939297364,4064.8914488472938,0.0,0.0,0.0,27205.657106399536,10300.556674003601,10291.19690322876,27205.657106399536,10300.556674003601,10291.19690322876,51862.30213247919,0.0,0.0,85.7972017607689,9,2,2
2019-02-04,53074.655332101815,4064.8914488472938,0.0,0.0,0.0,27255.69092464447,10318.486366271973,10374.239908218384,27255.69092464447,10318.486366271973,10374.239908218384,52013.30864798212,0.0,0.0,85.7972017607689,9,2,2
2019-02-05,54278.63399719198,4064.8914488472938,0.0,0.0,0.0,27928.344933509827,10452.349710464478,10482.143989562988,27928.344933509827,10452.349710464478,10482.143989562988,52927.73008238459,0.0,0.0,85.7972017607689,9,2,2
2019-02-06,53949.51626176789,4064.8914488472938,0.0,0.0,0.0,27707.075070381165,10463.154606819153,10475.855924606323,27707.075070381165,10463.154606819153,10475.855924606323,52710.977050653935,0.0,0.0,85.7972017607689,9,2,2
2019-02-07,52990.77838539394,4064.8914488472938,0.0,0.0,0.0,27447.675300598145,10304.005618095398,10289.38801574707,27447.675300598145,10304.005618095398,10289.38801574707,52105.96038328791,0.0,0.0,85.7972017607689,9,2,2
2019-02-08,52819.1849504595,4064.8914488472938,0.0,0.0,0.0,27299.447100639343,10271.715655326843,10290.152824401855,27299.447100639343,10271.715655326843,10290.152824401855,51926.20702921534,0.0,0.0,85.7972017607689,9,2,2
2019-02-11,53437.666083387594,4064.8914488472938,0.0,0.0,0.0,27550.951808929443,10387.470078468323,10396.646810531616,27550.951808929443,10387.470078468323,10396.646810531616,52399.96014677668,0.0,0.0,85.7972017607689,9,2,2
2019-02-12,53986.501785869375,4064.8914488472938,0.0,0.0,0.0,27739.256318092346,10482.371287345886,10470.43210029602,27739.256318092346,10482.371287345886,10470.43210029602,52756.95115458155,0.0,0.0,85.7972017607689,9,2,2
2019-02-13,54538.807343933615,4064.8914488472938,0.0,0.0,0.0,27763.73351955414,10525.664944648743,10465.940654754639,27763.73351955414,10525.664944648743,10465.940654754639,52820.230567804814,0.0,0.0,85.7972017607689,9,2,2
2019-02-14,54453.860384897926,4064.8914488472938,0.0,0.0,0.0,27666.48937892914,10476.84118270874,10426.782165527344,27666.48937892914,10476.84118270874,10426.782165527344,52635.00417601252,0.0,0.0,85.7972017607689,9,2,2
